Employee_ID,Department,Age,Salary,Projects_Completed,Working_Hours,Performance_Score,Promotion_Status
EMP102196,Finance,44,95117,8,40.3,60,Yes
EMP102197,Finance,31,84264,7,34.2,41,No
EMP102198,Operations,42,97985,11,40.8,89,Yes
EMP102199,Sales,22,76882,10,41.3,64,No
EMP102200,Finance,28,98658,14,44.3,87,Yes
EMP102201,Operations,22,67505,6,45.1,40,No
EMP102202,IT,33,93309,7,42.5,54,No
EMP102203,Finance,35,96232,8,33.9,48,No
EMP102204,IT,36,110021,19,35.9,100,No
EMP102205,Marketing,35,97716,8,39.0,58,No
EMP102206,Operations,28,79151,10,45.3,70,No
EMP102207,HR,33,85699,10,45.1,61,No
EMP102208,Operations,23,63584,6,40.8,56,No
EMP102209,HR,46,89861,5,53.8,65,No
EMP102210,Operations,33,90480,10,49.8,83,Yes
EMP102211,Marketing,31,93355,9,48.2,72,No
EMP102212,Marketing,48,89804,2,45.5,46,No
EMP102213,IT,25,92197,8,44.3,61,No
EMP102214,Operations,26,75743,6,43.9,56,No
EMP102215,Marketing,26,86713,8,33.0,40,No
EMP102216,HR,34,73119,10,36.7,57,No
EMP102217,Marketing,38,92893,8,40.9,61,No
EMP102218,HR,41,67163,5,42.6,50,No
EMP102219,Operations,56,113252,8,41.4,77,Yes
EMP102220,IT,22,77926,3,43.4,42,No
EMP102221,Marketing,40,101074,8,31.5,54,No
EMP102222,Sales,31,90832,9,44.5,66,No
EMP102223,IT,30,86857,7,42.3,69,No
EMP102224,IT,30,93671,8,41.1,60,No
EMP102225,IT,28,95898,4,46.6,57,No
EMP102226,Finance,48,111252,9,36.8,62,Yes
EMP102227,HR,42,95566,8,40.8,57,No
EMP102228,Sales,35,86824,8,43.4,80,No
EMP102229,HR,46,106423,11,37.7,76,No
EMP102230,HR,23,70636,7,32.0,38,Yes
EMP102231,Marketing,24,67737,7,36.2,38,No
EMP102232,IT,22,89064,10,41.7,77,Yes
EMP102233,Operations,29,80749,5,40.8,43,No
EMP102234,Operations,36,90440,6,41.9,57,No
EMP102235,Sales,36,88553,7,38.7,72,Yes
EMP102236,Sales,36,108775,14,35.4,72,No
EMP102237,Operations,24,67790,7,42.7,56,No
EMP102238,IT,41,107258,10,41.2,77,Yes
EMP102239,IT,37,90468,3,45.2,56,Yes
EMP102240,IT,41,107028,6,38.3,55,No
EMP102241,Marketing,22,66801,9,31.9,37,No
EMP102242,IT,37,94847,5,30.0,39,No
EMP102243,Sales,25,78046,10,40.0,58,Yes
EMP102244,Operations,32,83657,7,42.6,39,No
EMP102245,Operations,39,99154,10,40.8,64,No
EMP102246,Sales,36,77529,5,39.2,42,No
EMP102247,IT,28,91984,6,34.0,36,Yes
EMP102248,Marketing,35,81767,4,32.6,34,No
EMP102249,Sales,23,73448,10,43.8,59,No
EMP102250,IT,44,108753,10,40.9,74,No
EMP102251,IT,33,102965,8,40.2,82,Yes
EMP102252,Operations,44,105295,10,34.3,73,No
EMP102253,Sales,31,95011,17,37.2,91,Yes
EMP102254,Marketing,31,84099,12,42.2,88,No
EMP102255,Operations,29,86749,9,43.4,66,No
EMP102256,Sales,42,107669,11,41.2,77,No
EMP102257,Sales,29,84377,8,48.9,62,No
EMP102258,Finance,40,104851,12,39.1,87,No
EMP102259,HR,32,80858,7,48.4,81,No
EMP102260,Finance,22,77729,9,43.1,70,Yes
EMP102261,Marketing,30,71672,6,42.5,61,No
EMP102262,Sales,26,97120,13,46.7,67,No
EMP102263,Operations,35,93133,9,38.9,81,No
EMP102264,Finance,25,85691,13,40.4,74,Yes
EMP102265,Sales,42,98606,8,35.9,76,No
EMP102266,Sales,34,88364,8,46.7,83,Yes
EMP102267,Sales,34,89700,10,43.7,78,Yes
EMP102268,Marketing,40,101001,12,47.5,85,No
EMP102269,IT,43,102229,9,43.0,73,No
EMP102270,Sales,35,110842,17,47.5,92,Yes
EMP102271,IT,29,99963,14,38.3,88,Yes
EMP102272,Finance,22,66343,7,46.9,37,No
EMP102273,Finance,30,82431,6,40.0,48,No
EMP102274,Sales,30,79705,8,42.0,71,No
EMP102275,Operations,36,82458,14,45.6,90,Yes
EMP102276,Sales,32,88465,10,53.6,74,Yes
EMP102277,Marketing,41,103421,10,46.1,70,No
EMP102278,Sales,30,88153,11,46.6,74,Yes
EMP102279,Sales,35,97249,10,39.3,68,Yes
EMP102280,IT,44,110851,10,42.8,85,Yes
EMP102281,HR,38,84062,9,41.5,68,No
EMP102282,Finance,35,94410,11,49.0,76,Yes
EMP102283,Finance,30,74303,5,41.3,51,No
EMP102284,IT,30,97755,9,48.6,85,Yes
EMP102285,IT,28,94184,9,35.5,62,No
EMP102286,HR,31,69530,5,49.0,76,No
EMP102287,Operations,41,78054,5,37.7,48,No
EMP102288,HR,33,78233,6,46.3,66,No
EMP102289,Finance,24,72971,7,37.7,61,No
EMP102290,IT,49,117663,10,45.1,91,Yes
EMP102291,Sales,38,81953,7,37.2,45,No
EMP102292,HR,24,72352,10,47.2,80,Yes
EMP102293,IT,31,96212,11,46.2,78,Yes
EMP102294,Sales,36,76142,8,39.0,45,No
EMP102295,IT,49,128308,11,44.9,84,Yes
EMP102296,IT,26,85446,9,46.7,81,No
EMP102297,IT,43,111644,12,37.4,82,Yes
EMP102298,IT,46,109208,6,36.8,64,No
EMP102299,IT,30,90096,8,36.6,60,No
EMP102300,HR,33,73984,4,35.9,36,No
EMP102301,Marketing,27,64534,5,36.6,38,Yes
EMP102302,Sales,33,87947,9,46.6,77,Yes
EMP102303,Sales,35,79744,9,44.8,61,No
EMP102304,HR,40,84174,7,33.5,34,No
EMP102305,Operations,44,109670,9,39.4,66,Yes
EMP102306,Finance,29,86164,13,36.2,73,No
EMP102307,IT,22,82296,10,46.3,67,No
EMP102308,Sales,35,82056,11,39.8,83,Yes
EMP102309,IT,37,91648,4,34.3,42,No
EMP102310,HR,37,95597,13,42.9,83,Yes
EMP102311,Sales,32,89901,9,45.0,65,No
EMP102312,Operations,36,84189,7,37.2,57,No
EMP102313,Finance,47,96735,9,40.7,57,No
EMP102314,Marketing,38,91551,13,37.5,75,No
EMP102315,Operations,32,95939,10,48.2,77,No
EMP102316,IT,31,89674,4,39.8,47,No
EMP102317,HR,34,74252,5,38.4,46,No
EMP102318,Finance,48,108174,7,41.7,57,No
EMP102319,Finance,34,87834,9,41.0,50,No
EMP102320,Finance,35,97544,6,45.4,57,No
EMP102321,Operations,31,90085,14,48.1,98,Yes
EMP102322,Marketing,44,101624,9,48.1,82,Yes
EMP102323,Sales,51,93433,4,40.1,45,No
EMP102324,HR,39,97731,15,43.5,100,Yes
EMP102325,Marketing,36,95091,8,49.4,86,Yes
EMP102326,Operations,35,82718,8,49.6,80,No
EMP102327,Marketing,22,89696,16,37.6,76,Yes
EMP102328,IT,41,97115,8,45.0,78,Yes
EMP102329,Sales,36,81589,6,44.1,59,No
EMP102330,IT,38,99946,8,46.6,68,No
EMP102331,HR,29,81830,9,48.2,71,Yes
EMP102332,IT,32,98211,12,36.8,63,No
EMP102333,Sales,32,93111,10,38.5,59,No
EMP102334,Sales,43,109465,10,46.5,74,No
EMP102335,IT,32,89973,9,42.7,75,Yes
EMP102336,Finance,52,102849,7,30.9,47,No
EMP102337,Finance,38,107467,15,33.7,72,Yes
EMP102338,Finance,25,94439,11,45.3,83,Yes
EMP102339,IT,34,90324,8,46.2,69,No
EMP102340,Finance,30,93490,8,35.3,62,Yes
EMP102341,Marketing,22,69225,8,47.5,64,Yes
EMP102342,IT,48,133337,14,41.0,85,Yes
EMP102343,IT,41,122473,11,36.9,73,No
EMP102344,Finance,39,97189,4,39.2,39,Yes
EMP102345,Operations,36,90520,14,35.9,77,Yes
EMP102346,Sales,24,61781,8,38.9,56,No
EMP102347,Sales,31,97567,15,32.7,62,No
EMP102348,Finance,42,103640,6,41.6,60,Yes
EMP102349,Sales,27,81006,7,44.9,70,Yes
EMP102350,IT,22,87258,14,35.3,58,No
EMP102351,Sales,33,76284,7,42.1,51,No
EMP102352,Operations,34,89179,6,38.0,50,No
EMP102353,Sales,36,105352,10,45.3,88,Yes
EMP102354,Operations,41,95180,10,30.4,58,No
EMP102355,Marketing,40,100951,10,45.6,85,Yes
EMP102356,IT,37,116218,9,32.9,67,No
EMP102357,Operations,45,99262,8,41.0,62,No
EMP102358,IT,23,84583,10,38.5,75,No
EMP102359,Sales,39,95758,7,40.2,54,No
EMP102360,IT,40,98894,7,34.4,29,No
EMP102361,IT,25,88835,6,50.3,54,No
EMP102362,Finance,23,76576,8,35.6,47,No
EMP102363,HR,29,74014,8,36.0,45,No
EMP102364,Finance,30,84145,11,51.0,79,No
EMP102365,Sales,41,95186,8,43.6,68,No
EMP102366,IT,30,86155,9,35.7,65,No
EMP102367,IT,28,93676,10,41.4,73,No
EMP102368,Sales,30,69815,6,40.8,52,No
EMP102369,HR,44,108879,14,33.6,68,No
EMP102370,Marketing,35,86573,11,38.2,61,No
EMP102371,Sales,34,107905,13,41.9,91,No
EMP102372,Marketing,34,88025,5,48.3,63,No
EMP102373,Sales,45,108214,10,41.1,79,No
EMP102374,Finance,29,78772,9,41.4,66,No
EMP102375,Sales,46,98833,8,37.9,61,No
EMP102376,HR,37,76622,7,47.5,75,Yes
EMP102377,HR,34,79173,10,46.5,67,No
EMP102378,Marketing,55,116261,6,45.9,66,No
EMP102379,Finance,27,84684,9,42.6,51,No
EMP102380,Marketing,32,82453,10,34.0,60,No
EMP102381,Marketing,25,68113,7,47.4,55,No
EMP102382,Operations,43,103809,13,42.3,95,No
EMP102383,Operations,49,113796,11,40.5,81,No
EMP102384,Finance,48,95637,6,44.2,59,No
EMP102385,HR,45,97589,10,43.1,65,No
EMP102386,Sales,33,91341,9,36.7,65,No
EMP102387,Finance,32,77588,7,40.4,52,No
EMP102388,Sales,22,63495,7,32.5,37,No
EMP102389,Marketing,51,105314,8,42.4,74,No
EMP102390,Sales,39,104646,9,48.7,84,No
EMP102391,Finance,31,90416,5,33.0,33,No
EMP102392,IT,46,109549,10,42.6,82,Yes
EMP102393,Finance,27,94056,9,45.3,79,Yes
EMP102394,IT,38,99882,9,46.1,79,No
EMP102395,Operations,34,87031,9,38.3,64,No
EMP102396,HR,40,96964,13,36.5,79,No
EMP102397,IT,34,103837,10,39.1,67,No
EMP102398,IT,23,78346,8,48.0,64,No
EMP102399,Sales,36,84612,6,33.5,59,No
EMP102400,Sales,43,87911,6,35.9,57,No
EMP102401,HR,35,78106,5,39.7,45,No
EMP102402,IT,41,111000,9,37.1,72,No
EMP102403,Finance,27,100568,14,41.8,78,Yes
EMP102404,HR,35,71401,7,49.1,58,No
EMP102405,Sales,30,88303,12,36.0,56,No
EMP102406,Sales,41,111273,12,41.3,85,Yes
EMP102407,Finance,35,101993,12,42.0,82,Yes
EMP102408,IT,41,96605,4,40.3,59,No
EMP102409,Operations,44,101063,9,34.1,57,No
EMP102410,Finance,41,102049,7,38.8,68,No
EMP102411,Sales,37,97115,10,38.8,72,No
EMP102412,IT,27,83348,8,45.2,85,Yes
EMP102413,Finance,35,104086,11,44.1,94,Yes
EMP102414,IT,31,82583,7,34.2,57,No
EMP102415,Sales,32,106333,15,40.1,95,Yes
EMP102416,Operations,32,77624,7,39.5,44,No
EMP102417,Finance,27,87087,8,51.8,79,No
EMP102418,IT,22,90611,14,43.5,100,Yes
EMP102419,IT,30,94742,12,36.6,73,No
EMP102420,Finance,37,102145,7,38.1,52,No
EMP102421,IT,24,96657,13,40.1,81,Yes
EMP102422,IT,35,97846,9,43.8,64,No
EMP102423,Marketing,50,123871,13,44.4,88,Yes
EMP102424,Finance,43,110678,9,43.0,79,No
EMP102425,HR,48,101167,13,41.0,87,Yes
EMP102426,Operations,38,87438,13,41.3,70,No
EMP102427,IT,44,109641,9,41.4,68,No
EMP102428,Operations,29,98501,13,33.1,57,No
EMP102429,HR,30,77264,7,41.7,53,No
EMP102430,Operations,22,75044,4,39.1,24,No
EMP102431,Sales,44,94810,7,33.7,46,No
EMP102432,Marketing,47,103697,10,54.1,93,Yes
EMP102433,Operations,31,83042,8,43.6,48,No
EMP102434,HR,33,80447,8,42.1,51,No
EMP102435,Operations,29,87605,9,40.1,62,No
EMP102436,Finance,38,115794,13,45.7,93,No
EMP102437,Finance,44,111656,6,36.2,55,No
EMP102438,HR,22,75799,8,40.4,57,No
EMP102439,Sales,38,100614,10,37.2,53,No
EMP102440,IT,33,90147,7,45.6,71,No
EMP102441,Sales,36,90155,7,37.9,51,No
EMP102442,Sales,39,94531,6,47.5,61,No
EMP102443,Marketing,33,83010,7,41.5,41,No
EMP102444,Marketing,34,83317,10,45.9,70,No
EMP102445,Finance,33,99026,14,44.0,92,Yes
EMP102446,HR,43,96208,8,47.3,74,No
EMP102447,HR,38,78121,5,37.3,43,No
EMP102448,IT,37,102545,10,46.5,78,Yes
EMP102449,IT,25,87529,10,32.7,54,No
EMP102450,HR,32,70647,7,42.2,43,No
EMP102451,HR,42,86972,7,39.3,54,No
EMP102452,Operations,35,87453,9,35.0,50,Yes
EMP102453,Sales,40,91249,8,37.5,47,No
EMP102454,HR,49,102650,14,38.8,88,No
EMP102455,Sales,43,100196,9,41.0,56,Yes
EMP102456,IT,36,95909,5,39.4,56,No
EMP102457,Finance,31,106123,14,42.4,93,Yes
EMP102458,Sales,22,67235,9,37.8,47,No
EMP102459,Finance,34,105438,10,39.6,80,Yes
EMP102460,Finance,32,91558,8,40.6,57,No
EMP102461,Operations,38,85238,8,42.9,57,Yes
EMP102462,Operations,34,81178,6,46.2,50,No
EMP102463,Sales,32,67336,4,46.3,48,No
EMP102464,Sales,22,65869,9,43.2,51,No
EMP102465,Sales,27,93729,10,44.2,67,No
EMP102466,IT,39,98804,9,43.6,71,Yes
EMP102467,Finance,49,120621,12,40.4,85,Yes
EMP102468,IT,34,103533,13,46.5,100,Yes
EMP102469,Finance,38,95307,7,37.4,62,Yes
EMP102470,Sales,43,101208,8,31.8,56,Yes
EMP102471,IT,29,80296,10,36.8,56,No
EMP102472,Operations,38,105311,11,49.0,85,Yes
EMP102473,Operations,29,82408,9,40.5,60,No
EMP102474,Marketing,42,97174,11,43.4,73,Yes
EMP102475,Sales,36,95208,9,40.6,60,No
EMP102476,Operations,37,82873,6,44.8,57,No
EMP102477,IT,29,94049,10,42.4,64,No
EMP102478,Marketing,41,103408,14,41.7,80,Yes
EMP102479,IT,52,133666,15,45.1,100,Yes
EMP102480,Marketing,27,79116,10,39.7,50,No
EMP102481,HR,32,66220,5,43.9,38,No
EMP102482,Operations,37,98374,11,41.1,84,No
EMP102483,Operations,41,88576,5,41.5,49,No
EMP102484,IT,31,84274,10,37.9,72,Yes
EMP102485,Finance,22,73586,5,40.9,36,No
EMP102486,Operations,46,101975,10,39.3,70,No
EMP102487,Finance,41,95475,4,47.6,67,No
EMP102488,Operations,22,74870,12,33.6,50,No
EMP102489,Sales,30,76162,8,46.4,77,No
EMP102490,Finance,48,110681,5,33.3,45,No
EMP102491,HR,47,102659,9,44.7,79,Yes
EMP102492,IT,43,104161,7,37.8,53,No
EMP102493,Marketing,34,84227,6,44.8,70,Yes
EMP102494,Finance,36,97662,7,41.4,64,No
EMP102495,Sales,34,84539,6,34.8,60,No
EMP102496,Finance,44,98749,9,48.8,89,Yes
EMP102497,Sales,28,89997,12,45.9,88,Yes
EMP102498,Operations,29,90813,10,44.5,65,No
EMP102499,Operations,43,97959,6,38.8,55,No
EMP102500,Finance,35,97356,10,46.1,76,No
EMP102501,Marketing,46,106592,10,35.6,66,No
EMP102502,Marketing,30,82661,10,30.9,51,No
EMP102503,Sales,35,99265,10,34.2,54,No
EMP102504,Operations,28,93483,11,37.4,65,Yes
EMP102505,IT,35,88623,8,38.2,56,No
EMP102506,IT,23,95896,12,39.8,66,No
EMP102507,Operations,31,104224,12,40.0,84,Yes
EMP102508,Finance,24,83354,8,38.8,57,Yes
EMP102509,Marketing,41,106703,12,31.4,72,Yes
EMP102510,Operations,41,91717,8,43.0,69,Yes
EMP102511,IT,22,75978,7,40.7,38,No
EMP102512,Operations,46,94943,5,38.5,43,No
EMP102513,Finance,55,114985,8,49.0,96,Yes
EMP102514,Sales,35,85129,10,40.8,72,Yes
EMP102515,Sales,30,87764,11,42.3,59,No
EMP102516,Operations,58,119218,7,46.0,80,Yes
EMP102517,IT,24,71809,6,34.6,32,Yes
EMP102518,Finance,35,94475,8,41.9,47,No
EMP102519,Sales,36,102291,14,46.0,100,Yes
EMP102520,Marketing,46,97792,8,41.5,66,No
EMP102521,Sales,38,104979,13,35.5,76,No
EMP102522,IT,31,97616,10,39.6,58,No
EMP102523,HR,27,82165,15,42.9,74,No
EMP102524,Finance,32,99765,10,31.5,44,No
EMP102525,Marketing,27,76564,6,35.2,52,No
EMP102526,HR,35,89041,7,51.9,61,Yes
EMP102527,IT,30,86401,6,44.4,71,No
EMP102528,Operations,23,66669,5,49.4,47,No
EMP102529,IT,45,112549,11,46.3,78,Yes
EMP102530,Operations,31,88870,7,44.0,62,No
EMP102531,Sales,25,85508,13,40.5,69,No
EMP102532,Marketing,34,79274,5,43.9,53,No
EMP102533,HR,36,92566,7,49.2,64,No
EMP102534,IT,22,74533,9,46.1,64,No
EMP102535,Marketing,38,101141,13,42.8,78,No
EMP102536,Marketing,27,80031,10,41.1,71,Yes
EMP102537,Marketing,49,98096,6,44.5,67,No
EMP102538,IT,39,93680,7,39.3,59,No
EMP102539,Marketing,32,80616,9,44.5,74,No
EMP102540,Marketing,29,76751,8,38.5,54,No
EMP102541,Sales,34,87574,6,40.2,54,No
EMP102542,Marketing,40,101115,10,36.9,65,No
EMP102543,Marketing,35,77527,9,39.8,52,No
EMP102544,Sales,33,86991,12,38.6,63,No
EMP102545,IT,35,97887,7,50.5,76,Yes
EMP102546,Finance,30,100194,13,37.5,84,Yes
EMP102547,IT,32,85818,9,43.9,72,Yes
EMP102548,Finance,22,84846,9,37.3,61,No
EMP102549,Finance,43,99316,6,42.2,51,No
EMP102550,IT,37,110482,12,43.4,90,Yes
EMP102551,HR,29,70890,9,32.7,41,No
EMP102552,IT,50,100660,5,35.0,48,Yes
EMP102553,Marketing,36,85748,8,37.2,58,No
EMP102554,Operations,27,77214,8,35.5,39,No
EMP102555,IT,42,99279,6,42.4,62,No
EMP102556,Operations,38,87859,7,43.2,62,Yes
EMP102557,Sales,38,106757,10,36.7,76,Yes
EMP102558,HR,32,69401,9,42.6,55,No
EMP102559,IT,39,94331,7,39.9,57,No
EMP102560,Sales,33,86288,9,41.5,65,No
EMP102561,Marketing,39,94944,10,38.9,62,No
EMP102562,Marketing,22,71466,6,44.4,48,Yes
EMP102563,IT,32,101592,10,50.2,81,Yes
EMP102564,IT,49,134059,16,45.9,100,Yes
EMP102565,Finance,29,87289,7,49.0,83,Yes
EMP102566,HR,30,65020,8,35.0,42,No
EMP102567,IT,31,81614,8,38.6,58,No
EMP102568,HR,25,83484,12,44.8,77,Yes
EMP102569,Marketing,22,77296,8,49.5,67,Yes
EMP102570,Operations,33,93416,10,45.3,75,Yes
EMP102571,Finance,36,87878,7,36.9,57,No
EMP102572,Operations,35,95465,13,39.8,77,No
EMP102573,HR,34,90407,15,43.7,86,Yes
EMP102574,Finance,35,90852,10,41.2,66,No
EMP102575,IT,43,105754,7,38.0,52,No
EMP102576,Sales,33,99933,8,40.5,73,Yes
EMP102577,Operations,30,77626,7,41.9,51,Yes
EMP102578,Sales,33,94781,8,36.6,68,No
EMP102579,Finance,40,97688,10,46.9,81,No
EMP102580,Sales,46,91580,7,39.8,68,No
EMP102581,IT,30,94525,7,41.6,59,No
EMP102582,Operations,36,84687,6,47.2,56,No
EMP102583,Sales,38,97027,6,41.4,66,No
EMP102584,Finance,27,90825,7,46.9,63,No
EMP102585,Sales,35,96730,13,36.9,84,Yes
EMP102586,Sales,23,77658,5,44.2,56,No
EMP102587,IT,22,79144,10,46.2,83,Yes
EMP102588,Sales,38,85849,7,37.9,44,Yes
EMP102589,IT,32,95634,6,41.1,65,No
EMP102590,Marketing,37,86713,12,41.2,67,No
EMP102591,Marketing,35,84591,7,43.0,40,No
EMP102592,Marketing,27,73498,2,44.4,48,No
EMP102593,Sales,35,100901,10,37.4,66,No
EMP102594,Sales,25,76604,9,41.7,68,No
EMP102595,IT,46,119255,10,50.0,93,Yes
EMP102596,Marketing,24,70062,10,47.3,70,No
EMP102597,HR,33,80396,11,46.0,87,Yes
EMP102598,Finance,27,85182,8,41.0,60,No
EMP102599,HR,40,89667,8,52.6,75,No
EMP102600,IT,32,90114,10,47.1,76,No
EMP102601,Sales,31,95774,8,42.2,66,No
EMP102602,IT,42,98935,11,43.1,55,No
EMP102603,Marketing,35,93925,12,39.7,77,No
EMP102604,HR,39,89175,9,44.0,79,No
EMP102605,IT,27,79918,10,45.0,69,No
EMP102606,Sales,24,87745,10,45.5,70,Yes
EMP102607,IT,36,91357,7,41.1,62,No
EMP102608,HR,32,81991,10,34.6,69,No
EMP102609,Marketing,40,99768,11,43.2,82,Yes
EMP102610,IT,34,90074,10,45.5,76,No
EMP102611,Marketing,37,91367,13,37.1,69,No
EMP102612,IT,22,104578,16,41.5,85,Yes
EMP102613,IT,50,121205,12,48.7,98,Yes
EMP102614,Marketing,34,70818,9,36.0,50,No
EMP102615,HR,41,83188,6,40.6,36,Yes
EMP102616,IT,28,87803,8,49.4,67,No
EMP102617,Finance,37,95316,7,42.8,72,Yes
EMP102618,HR,25,59207,9,39.4,48,No
EMP102619,Marketing,39,92824,9,42.0,47,No
EMP102620,HR,32,76404,10,46.1,83,Yes
EMP102621,Marketing,35,89526,9,41.0,57,No
EMP102622,Operations,41,100438,9,45.0,71,No
EMP102623,Finance,25,80200,6,43.2,63,No
EMP102624,Operations,30,90824,8,43.6,59,No
EMP102625,Finance,39,113143,9,45.3,64,No
EMP102626,Operations,52,107398,11,40.5,78,Yes
EMP102627,IT,34,100108,12,37.3,79,No
EMP102628,Sales,40,92658,4,44.4,51,No
EMP102629,Finance,34,91439,8,41.3,61,No
EMP102630,Finance,51,112463,17,39.8,87,Yes
EMP102631,Sales,22,72645,8,44.6,52,No
EMP102632,Marketing,36,96805,9,48.4,75,Yes
EMP102633,IT,22,88632,17,41.2,95,Yes
EMP102634,IT,22,83923,9,42.0,64,No
EMP102635,Marketing,37,80956,10,36.1,65,No
EMP102636,Sales,36,97620,9,40.9,80,No
EMP102637,Operations,33,92849,11,43.1,82,Yes
EMP102638,Marketing,34,85391,10,41.9,54,No
EMP102639,Operations,60,124892,13,40.2,87,No
EMP102640,Marketing,33,75006,8,45.6,69,No
EMP102641,HR,39,97646,11,42.3,75,No
EMP102642,IT,30,89204,10,54.9,75,No
EMP102643,Marketing,37,91802,8,43.0,60,No
EMP102644,Sales,33,81229,8,30.0,23,No
EMP102645,IT,32,107790,9,36.4,62,No
EMP102646,Finance,50,111758,3,44.7,54,No
EMP102647,Operations,44,115242,10,38.8,71,No
EMP102648,Sales,36,101943,7,39.1,69,No
EMP102649,Finance,22,72193,7,35.8,33,No
EMP102650,Finance,32,91695,12,39.6,67,No
EMP102651,IT,57,131357,6,43.0,64,No
EMP102652,Finance,33,91954,9,43.9,78,No
EMP102653,Finance,44,107399,7,36.9,68,No
EMP102654,IT,47,116076,13,46.0,98,Yes
EMP102655,Marketing,37,85175,8,36.0,54,No
EMP102656,Finance,28,86380,6,44.2,49,No
EMP102657,Marketing,22,60781,9,43.7,59,No
EMP102658,Operations,40,100899,9,37.3,54,No
EMP102659,IT,28,89347,7,36.7,52,No
EMP102660,Sales,36,96419,13,43.9,81,Yes
EMP102661,Finance,25,77945,6,39.2,43,No
EMP102662,Operations,33,88885,9,41.0,64,No
EMP102663,IT,35,101422,10,45.4,84,Yes
EMP102664,Sales,37,95941,8,44.4,83,No
EMP102665,Sales,26,79110,11,37.4,66,No
EMP102666,HR,45,109586,8,41.7,88,No
EMP102667,IT,30,98166,13,37.3,76,Yes
EMP102668,Sales,22,69416,6,46.3,69,No
EMP102669,Marketing,34,102268,11,49.7,92,Yes
EMP102670,HR,35,65026,5,37.8,39,No
EMP102671,Sales,36,107606,11,41.8,77,Yes
EMP102672,Finance,46,105361,7,46.6,75,Yes
EMP102673,Marketing,33,86219,11,42.1,74,Yes
EMP102674,IT,34,86682,7,44.8,51,No
EMP102675,Operations,26,69985,8,42.3,61,No
EMP102676,HR,42,87749,8,36.7,42,No
EMP102677,Finance,36,98068,9,42.6,75,No
EMP102678,IT,32,98335,9,47.6,82,Yes
EMP102679,IT,22,82396,8,43.6,74,No
EMP102680,Sales,47,107939,12,50.1,88,No
EMP102681,HR,25,77437,8,33.1,37,No
EMP102682,Marketing,30,101843,11,43.9,89,Yes
EMP102683,IT,38,112568,10,38.8,64,No
EMP102684,Finance,25,93644,16,37.6,74,No
EMP102685,HR,23,79012,13,48.7,86,Yes
EMP102686,IT,22,80597,6,40.7,50,No
EMP102687,IT,41,113222,8,40.2,70,No
EMP102688,Finance,31,86571,8,43.7,68,No
EMP102689,Finance,58,115210,8,31.2,60,No
EMP102690,Finance,27,90603,8,48.8,72,No
EMP102691,Sales,28,81638,7,51.5,71,No
EMP102692,Sales,30,78547,9,46.6,68,No
EMP102693,IT,37,103033,8,44.1,71,Yes
EMP102694,Finance,31,105030,11,40.9,65,No
EMP102695,Operations,40,95637,11,36.6,72,Yes
EMP102696,Sales,27,72654,7,48.0,70,No
EMP102697,Sales,24,76380,8,46.6,69,No
EMP102698,HR,22,78882,13,44.3,82,No
EMP102699,Marketing,22,68551,7,43.7,46,Yes
EMP102700,Marketing,31,90207,9,43.5,57,No
EMP102701,Sales,33,90364,9,39.4,69,No
EMP102702,Operations,30,83070,5,54.5,69,No
EMP102703,IT,45,109475,11,40.6,79,Yes
EMP102704,IT,45,108234,12,39.9,81,No
EMP102705,Marketing,32,75360,5,47.6,58,Yes
EMP102706,Marketing,22,59121,6,41.9,49,No
EMP102707,IT,30,82056,2,41.9,40,No
EMP102708,HR,30,66900,10,49.1,56,No
EMP102709,IT,30,93084,11,45.4,84,Yes
EMP102710,HR,29,83284,14,45.6,89,Yes
EMP102711,Marketing,30,75920,9,34.9,39,No
EMP102712,Sales,32,82162,7,44.0,50,Yes
EMP102713,HR,30,82626,12,37.0,72,No
EMP102714,Finance,37,103415,8,39.7,73,No
EMP102715,IT,38,99156,11,42.9,56,No
EMP102716,HR,28,75144,8,41.8,60,No
EMP102717,Sales,45,101135,6,45.3,64,No
EMP102718,Operations,27,73273,5,45.9,53,No
EMP102719,Marketing,22,66012,7,46.2,58,No
EMP102720,IT,38,96766,10,35.3,56,No
EMP102721,Operations,28,94991,10,53.8,94,No
EMP102722,Marketing,38,88636,7,41.9,53,No
EMP102723,Marketing,22,68907,8,48.1,70,No
EMP102724,Finance,46,119329,8,30.0,64,Yes
EMP102725,Finance,40,102534,9,40.7,62,No
EMP102726,HR,23,76861,5,34.7,30,No
EMP102727,IT,23,73502,8,37.7,51,No
EMP102728,IT,48,119577,13,42.3,100,Yes
EMP102729,IT,29,84580,10,40.3,60,No
EMP102730,Finance,28,84267,8,48.6,67,No
EMP102731,Marketing,22,61039,3,50.8,51,No
EMP102732,Finance,32,87052,8,37.2,60,No
EMP102733,IT,33,97923,10,39.6,73,Yes
EMP102734,Operations,41,98544,11,36.8,68,No
EMP102735,Operations,24,76338,9,47.8,67,No
EMP102736,Marketing,23,63865,6,42.8,50,No
EMP102737,Operations,39,98257,6,42.2,34,No
EMP102738,Sales,43,99548,12,43.6,96,Yes
EMP102739,Operations,22,83074,13,40.4,72,Yes
EMP102740,IT,44,103644,10,37.7,69,No
EMP102741,Finance,35,95590,12,42.3,95,Yes
EMP102742,IT,44,110030,12,40.7,75,No
EMP102743,IT,34,98009,10,43.7,93,Yes
EMP102744,IT,22,85453,10,33.8,61,No
